index, type, weight, price
185, Shrimp, 4.7384345652918185, 4.99
186, Shrimp, 3.3372568338653767, 4.99
187, Crab, 1.5496995010459862, 4.99
188, Crab, 4.6237691340106375, 4.99
189, Crab, 4.682281968396264, 4.99
190, Crab, 0.930336976790632, 4.99
191, Fish, 4.7434099855462675, 4.99
192, Fish, 4.7434099855462675, 4.99
193, Fish, 4.7434099855462675, 4.99
194, Fish, 4.7434099855462675, 4.99
195, Fish, 4.7434099855462675, 4.99
196, Fish, 1.3334903620008167, 4.99
197, Fish, 1.3334903620008167, 4.99
198, Fish, 1.3334903620008167, 4.99
199, Fish, 1.3334903620008167, 4.99
200, Fish, 1.3334903620008167, 4.99
201, Crab, 2.129237552598239, 4.99
202, Fish, 2.037334560809569, 4.99
203, Fish, 2.037334560809569, 4.99
204, Fish, 2.037334560809569, 4.99
205, Fish, 2.037334560809569, 4.99
206, Fish, 2.037334560809569, 4.99
207, Shrimp, 1.8204753551994617, 4.99
208, Scallop, 2.8366685973388504, 4.99
209, Fish, 4.520592459912246, 4.99
210, Fish, 4.520592459912246, 4.99
211, Fish, 4.520592459912246, 4.99
212, Fish, 4.520592459912246, 4.99
213, Fish, 4.520592459912246, 4.99
214, Scallop, 1.4104742274571835, 4.99
215, Fish, 0.8758566340526854, 4.99
216, Fish, 0.8758566340526854, 4.99
217, Fish, 0.8758566340526854, 4.99
218, Fish, 0.8758566340526854, 4.99
219, Fish, 0.8758566340526854, 4.99
220, Scallop, 0.30549865778046764, 4.99
221, Shrimp, 0.7600167067633931, 4.99
222, Crab, 1.1210510822977002, 4.99
223, Scallop, 2.9193955951911303, 4.99
224, Fish, 3.237367868662868, 4.99
225, Fish, 3.237367868662868, 4.99
226, Fish, 3.237367868662868, 4.99
227, Fish, 3.237367868662868, 4.99
228, Fish, 3.237367868662868, 4.99
229, Shrimp, 0.46628285171928074, 4.99
230, Shrimp, 0.708506151092955, 4.99
231, Fish, 0.33542905596932676, 4.99
232, Fish, 0.33542905596932676, 4.99
233, Fish, 0.33542905596932676, 4.99
234, Fish, 0.33542905596932676, 4.99
235, Fish, 0.33542905596932676, 4.99
236, Scallop, 2.2691624242765545, 4.99
237, Fish, 1.124596574080636, 4.99
238, Fish, 1.124596574080636, 4.99
239, Fish, 1.124596574080636, 4.99
240, Fish, 1.124596574080636, 4.99
241, Fish, 1.124596574080636, 4.99
242, Fish, 3.8593854466965127, 4.99
243, Fish, 3.8593854466965127, 4.99
244, Fish, 3.8593854466965127, 4.99
245, Fish, 3.8593854466965127, 4.99
246, Fish, 3.8593854466965127, 4.99
247, Scallop, 4.257153450388977, 4.99
248, Crab, 1.4631932192548271, 4.99
249, Shrimp, 4.881608058315911, 4.99
250, Shrimp, 0.5586971734641617, 4.99
251, Fish, 3.823594026101804, 4.99
252, Fish, 3.823594026101804, 4.99
253, Fish, 3.823594026101804, 4.99
254, Fish, 3.823594026101804, 4.99
255, Fish, 3.823594026101804, 4.99
256, Scallop, 2.8946107029263044, 4.99
257, Shrimp, 3.8554260246034757, 4.99
258, Fish, 4.072308283650156, 4.99
259, Fish, 4.072308283650156, 4.99
260, Fish, 4.072308283650156, 4.99
261, Fish, 4.072308283650156, 4.99
262, Fish, 4.072308283650156, 4.99
263, Crab, 4.2057427317165175, 4.99
264, Scallop, 3.0156362161462247, 4.99
265, Crab, 1.564064348672788, 4.99
266, Crab, 2.3523202298330297, 4.99
267, Scallop, 3.4723233346922138, 4.99
268, Crab, 0.3184792730226962, 4.99
269, Crab, 4.337740503626436, 4.99
270, Scallop, 3.9942955965162406, 4.99
271, Fish, 1.1366530082008066, 4.99
272, Fish, 1.1366530082008066, 4.99
273, Fish, 1.1366530082008066, 4.99
274, Fish, 1.1366530082008066, 4.99
275, Fish, 1.1366530082008066, 4.99
276, Fish, 0.9411154964111955, 4.99
277, Fish, 0.9411154964111955, 4.99
278, Fish, 0.9411154964111955, 4.99
279, Fish, 0.9411154964111955, 4.99
280, Fish, 0.9411154964111955, 4.99
281, Crab, 2.37898345986289, 4.99
282, Crab, 2.4530443369683668, 4.99
283, Fish, 4.257470715695897, 4.99
284, Fish, 4.257470715695897, 4.99
285, Fish, 4.257470715695897, 4.99
286, Fish, 4.257470715695897, 4.99
287, Fish, 4.257470715695897, 4.99
288, Shrimp, 1.0573859450289431, 4.99
289, Scallop, 3.6164176588051, 4.99
290, Crab, 0.7279403474404096, 4.99
291, Fish, 0.9206533380916414, 4.99
292, Fish, 0.9206533380916414, 4.99
293, Fish, 0.9206533380916414, 4.99
294, Fish, 0.9206533380916414, 4.99
295, Fish, 0.9206533380916414, 4.99
296, Crab, 4.836367647203779, 4.99
297, Scallop, 3.507861052112455, 4.99
298, Fish, 4.760761510845842, 4.99
299, Fish, 4.760761510845842, 4.99
300, Fish, 4.760761510845842, 4.99
